1882.02.02_BirminghamDailyPost_0005,1882.02.01_ThePallMallGazette_0007
1882.05.18_TheBristolMercuryandDailyPost_0007,1882.02.08_LiverpoolMercuryetc_0008
1882.05.18_TheLeedsMercury_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.05.18_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.05.18_WesternMail_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.05.19_AberdeenWeeklyJournal_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.05.19_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.19_DailyNews_0007,1882.02.11_LiverpoolMercuryetc_0008
1882.05.19_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.05.19_LiverpoolMercuryetc_0006,1882.02.20_TheLeedsMercury_0004
1882.05.19_LiverpoolMercuryetc_0008,1882.02.24_BirminghamDailyPost_0006
1882.05.19_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.05.19_TheBristolMercuryandDailyPost_0004,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.19_TheBristolMercuryandDailyPost_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.05.19_TheHullPacketandEastRidingTimes_0001,1882.02.25_TheIpswichJournal_0006
1882.05.19_TheHullPacketandEastRidingTimes_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.05.19_TheHullPacketandEastRidingTimes_0004,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.05.19_TheHullPacketandEastRidingTimes_0008,1882.02.08_LiverpoolMercuryetc_0008
1882.05.19_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.05.19_WesternMail_0004,1882.02.07_TheBelfastNews-Letter_0006
1882.05.20_AberdeenWeeklyJournal_0004,1882.02.18_LiverpoolMercuryetc_0008
1882.05.20_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.20_DailyNews_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.05.20_GlasgowHerald_0003,1882.02.24_LiverpoolMercuryetc_0008
1882.05.20_HampshireTelegraphandSussexChronicleetc_0007,1882.02.17_TheHullPacketandEastRidingTimes_0007
1882.05.20_Jackson'sOxfordJournal_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.20_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.05.20_TheBelfastNews-Letter_0002,1882.02.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.20_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.05.20_TheBelfastNews-Letter_0008,1882.02.22_LiverpoolMercuryetc_0006
1882.05.20_TheBristolMercuryandDailyPost_0003,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.20_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.05.20_TheEra_0002,1882.02.15_TheDerbyMercury_0004
1882.05.20_TheIllustratedPoliceNewsetc_0004,1882.02.17_TheHullPacketandEastRidingTimes_0007
1882.05.20_TheIpswichJournal_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.20_TheIpswichJournal_0006,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.20_TheIpswichJournal_0009,1882.02.25_Jackson'sOxfordJournal_0006
1882.05.20_TheIpswichJournal_0010,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.20_TheLeedsMercury_0010,1882.02.24_LiverpoolMercuryetc_0008
1882.05.20_TheLeedsMercury_0011,1882.02.23_TheBristolMercuryandDailyPost_0007
1882.05.20_TheLeedsMercury_S0004,1882.02.15_TheDerbyMercury_0004
1882.05.20_WesternMail_0004,1882.02.23_LiverpoolMercuryetc_0008
1882.05.20_YGoleuad_0012,1882.02.08_BaneracAmserauCymru_0012
1882.05.21_Lloyd'sWeeklyNewspaper_0008,1882.02.17_TheHullPacketandEastRidingTimes_0007
1882.05.21_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.05.22_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.05.22_BirminghamDailyPost_0005,1882.02.04_TheEra_0007
1882.05.22_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.05.22_DailyNews_0006,1882.02.04_BirminghamDailyPost_0006
1882.05.22_LiverpoolMercuryetc_0006,1882.02.27_TheBelfastNews-Letter_0006
1882.05.22_LiverpoolMercuryetc_0008,1882.02.06_TheLeedsMercury_0006
1882.05.22_TheBelfastNews-Letter_0002,1882.02.06_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.05.22_TheBelfastNews-Letter_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.05.22_TheBristolMercuryandDailyPost_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.05.22_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.22_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.05.22_TheLeedsMercury_0007,1882.02.11_HampshireTelegraphandSussexChronicleetc_0006
1882.05.22_WesternMail_0004,1882.02.17_TheBristolMercuryandDailyPost_0007
1882.05.23_AberdeenWeeklyJournal_0004,1882.02.11_LiverpoolMercuryetc_0008
1882.05.23_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.23_BirminghamDailyPost_0007,1882.02.04_Jackson'sOxfordJournal_0002
1882.05.23_DailyNews_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.05.23_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.24_LiverpoolMercuryetc_0008
1882.05.23_GlasgowHerald_0003,1882.02.11_LiverpoolMercuryetc_0008
1882.05.23_LiverpoolMercuryetc_0006,1882.02.03_TheBristolMercuryandDailyPost_0007
1882.05.23_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.05.23_TheBelfastNews-Letter_0006,1882.02.13_LiverpoolMercuryetc_0008
1882.05.23_TheBristolMercuryandDailyPost_0007,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.23_TheLeedsMercury_0006,1882.02.07_LiverpoolMercuryetc_0008
1882.05.23_WesternMail_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.05.24_AberdeenWeeklyJournal_0003,1882.02.11_LiverpoolMercuryetc_0008
1882.05.24_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.05.24_BaneracAmserauCymru_0014,1882.02.18_YGoleuad_0016
1882.05.24_BirminghamDailyPost_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.05.24_DailyNews_0006,1882.02.03_BirminghamDailyPost_0006
1882.05.24_GlasgowHerald_0005,1882.02.20_LiverpoolMercuryetc_0008
1882.05.24_LiverpoolMercuryetc_0008,1882.02.01_BirminghamDailyPost_0006
1882.05.24_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.05.24_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.05.24_TheBristolMercuryandDailyPost_0007,1882.02.08_LiverpoolMercuryetc_0008
1882.05.24_TheDerbyMercury_0001,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.05.24_TheDerbyMercury_0004,1882.02.10_BirminghamDailyPost_0001
1882.05.24_TheDerbyMercury_0007,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.24_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.24_TheLeedsMercury_0006,1882.02.15_LiverpoolMercuryetc_0008
1882.05.24_TheLeedsMercury_0008,1882.02.11_HampshireTelegraphandSussexChronicleetc_0006
1882.05.24_ThePallMallGazette_0016,1882.02.01_TheBristolMercuryandDailyPost_0002
1882.05.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.24_WesternMail_0004,1882.02.15_LiverpoolMercuryetc_0008
1882.05.25_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.05.25_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.25_DailyNews_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.25_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.08_LiverpoolMercuryetc_0008
1882.05.25_GlasgowHerald_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.05.25_LiverpoolMercuryetc_0006,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.05.25_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.05.25_TheBelfastNews-Letter_0006,1882.02.13_LiverpoolMercuryetc_0008
1882.05.25_TheBristolMercuryandDailyPost_0007,1882.02.09_LiverpoolMercuryetc_0008
1882.05.25_TheLeedsMercury_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.05.25_WesternMail_0004,1882.02.16_TheBristolMercuryandDailyPost_0007
1882.05.26_AberdeenWeeklyJournal_0003,1882.02.24_LiverpoolMercuryetc_0008
1882.05.26_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.05.26_DailyNews_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.05.26_GlasgowHerald_0005,1882.02.17_BirminghamDailyPost_0006
1882.05.26_GlasgowHerald_0007,1882.02.14_LiverpoolMercuryetc_0006
1882.05.26_LiverpoolMercuryetc_0006,1882.02.16_TheBristolMercuryandDailyPost_0007
1882.05.26_LiverpoolMercuryetc_0008,1882.02.23_TheLeedsMercury_0006
1882.05.26_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.05.26_TheBristolMercuryandDailyPost_0007,1882.02.09_LiverpoolMercuryetc_0008
1882.05.26_TheHullPacketandEastRidingTimes_0001,1882.02.18_Jackson'sOxfordJournal_0002
1882.05.26_TheHullPacketandEastRidingTimes_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.05.26_TheHullPacketandEastRidingTimes_0004,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.05.26_TheLeedsMercury_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.05.26_WesternMail_0004,1882.02.09_LiverpoolMercuryetc_0008
1882.05.27_AberdeenWeeklyJournal_0004,1882.02.20_LiverpoolMercuryetc_0008
1882.05.27_BirminghamDailyPost_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.05.27_GlasgowHerald_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.05.27_HampshireTelegraphandSussexChronicleetc_0006,1882.02.27_TheLeedsMercury_0003
1882.05.27_HampshireTelegraphandSussexChronicleetc_0007,1882.02.17_TheHullPacketandEastRidingTimes_0007
1882.05.27_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.05.27_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.05.27_TheBelfastNews-Letter_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.05.27_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.05.27_TheBristolMercuryandDailyPost_0003,1882.02.11_Jackson'sOxfordJournal_0002
1882.05.27_TheBristolMercuryandDailyPost_S0007,1882.02.15_LiverpoolMercuryetc_0008
1882.05.27_TheIpswichJournal_0002,1882.02.18_Jackson'sOxfordJournal_0002
1882.05.27_TheIpswichJournal_0005,1882.02.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
1882.05.27_TheIpswichJournal_0006,1882.02.04_Jackson'sOxfordJournal_0002
1882.05.27_TheLeedsMercury_0005,1882.02.24_LiverpoolMercuryetc_0008
1882.05.27_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0006
1882.05.27_TheLeedsMercury_0011,1882.02.09_LiverpoolMercuryetc_0008
1882.05.27_TheLeedsMercury_S0004,1882.02.15_TheDerbyMercury_0004
1882.05.27_WesternMail_0004,1882.02.09_LiverpoolMercuryetc_0008
1882.05.28_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.05.29_AberdeenWeeklyJournal_0004,1882.02.25_LiverpoolMercuryetc_0008
1882.05.29_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.05.29_DailyNews_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.05.29_Freeman'sJournalandDailyCommercialAdvertiser_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.05.29_GlasgowHerald_0005,1882.02.20_LiverpoolMercuryetc_0008
1882.05.29_LiverpoolMercuryetc_0008,1882.02.07_TheBelfastNews-Letter_0006
1882.05.29_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.05.29_TheBristolMercuryandDailyPost_0003,1882.02.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.29_TheBristolMercuryandDailyPost_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.05.29_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.29_TheLeedsMercury_0004,1882.02.18_LiverpoolMercuryetc_0006
1882.05.29_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.05.29_WesternMail_0008,1882.02.09_LiverpoolMercuryetc_0008
1882.05.30_BirminghamDailyPost_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.05.30_BirminghamDailyPost_0005,1882.02.10_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.05.30_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.05.30_LiverpoolMercuryetc_0006,1882.02.01_TheBristolMercuryandDailyPost_0007
1882.05.30_TheBristolMercuryandDailyPost_0007,1882.02.22_LiverpoolMercuryetc_0008
1882.05.30_TheIpswichJournal_0004,1882.02.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.05.30_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.30_WesternMail_0004,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.30_WesternMail_0008,1882.02.10_LiverpoolMercuryetc_0008
1882.05.31_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.05.31_BaneracAmserauCymru_0016,1882.02.04_YGoleuad_0016
1882.05.31_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.05.31_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.04_TheBelfastNews-Letter_0002
1882.05.31_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.05.31_LiverpoolMercuryetc_0006,1882.02.07_TheBristolMercuryandDailyPost_0007
1882.05.31_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.05.31_TheBelfastNews-Letter_0003,1882.02.02_WesternMail_0004
1882.05.31_TheBelfastNews-Letter_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.05.31_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.05.31_TheBristolMercuryandDailyPost_0002,1882.02.25_TheIpswichJournal_0006
1882.05.31_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.05.31_TheDerbyMercury_0001,1882.02.18_TheIpswichJournal_0003
1882.05.31_TheDerbyMercury_0004,1882.02.17_TheHullPacketandEastRidingTimes_0004
1882.05.31_TheLeedsMercury_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1882.02.13_WesternMail_0004
1882.05.31_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1882.02.27_LiverpoolMercuryetc_0008
1882.05.31_WesternMail_0004,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.06.01_AberdeenWeeklyJournal_0004,1882.02.09_LiverpoolMercuryetc_0008
1882.06.01_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.06.01_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.24_LiverpoolMercuryetc_0008
1882.06.01_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.04_Jackson'sOxfordJournal_0004
1882.06.01_GlasgowHerald_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.06.01_LiverpoolMercuryetc_0006,1882.02.27_NorthernEcho_0002
1882.06.01_LiverpoolMercuryetc_0007,1882.02.01_DailyNews_0007
1882.06.01_LiverpoolMercuryetc_0008,1882.02.01_TheLeedsMercury_0006
1882.06.01_TheBelfastNews-Letter_0002,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.06.01_TheBelfastNews-Letter_0003,1882.02.02_Freeman'sJournalandDailyCommercialAdvertiser_0007
1882.06.01_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.06.01_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.06.01_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.06.01_TheLeedsMercury_0004,1882.02.20_TheBelfastNews-Letter_0006
1882.06.01_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.06.01_TheLeedsMercury_0008,1882.02.11_HampshireTelegraphandSussexChronicleetc_0006
1882.06.01_WesternMail_0004,1882.02.25_Jackson'sOxfordJournal_0002
1882.06.01_WesternMail_0008,1882.02.08_LiverpoolMercuryetc_0008
1882.06.02_AberdeenWeeklyJournal_0003,1882.02.24_LiverpoolMercuryetc_0008
1882.06.02_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.06.02_DailyNews_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.06.02_GlasgowHerald_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.06.02_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.06.02_TheBelfastNews-Letter_0003,1882.02.02_WesternMail_0004
1882.06.02_TheBelfastNews-Letter_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.06.02_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.06.02_TheHullPacketandEastRidingTimes_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.06.02_TheHullPacketandEastRidingTimes_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.06.02_TheHullPacketandEastRidingTimes_0004,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.06.02_TheLeedsMercury_0001,1882.02.04_Jackson'sOxfordJournal_0002
1882.06.02_TheLeedsMercury_0003,1882.02.25_LiverpoolMercuryetc_0008
1882.06.02_TheLeedsMercury_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.06.02_WesternMail_0008,1882.02.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.06.03_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.06.03_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.06.03_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.14_TheBelfastNews-Letter_0006
1882.06.03_GlasgowHerald_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.06.03_HampshireTelegraphandSussexChronicleetc_0006,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.06.03_HampshireTelegraphandSussexChronicleetc_0007,1882.02.17_TheHullPacketandEastRidingTimes_0007
1882.06.03_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.06.03_Jackson'sOxfordJournal_0004,1882.02.11_TheIpswichJournal_0003
1882.06.03_Jackson'sOxfordJournal_0006,1882.02.18_TheIpswichJournal_S0004
1882.06.03_LiverpoolMercuryetc_0006,1882.02.08_TheLeedsMercury_0006
1882.06.03_TheBelfastNews-Letter_0003,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.06.03_TheBelfastNews-Letter_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.06.03_TheBristolMercuryandDailyPost_0001,1882.02.28_LiverpoolMercuryetc_0008
1882.06.03_TheBristolMercuryandDailyPost_0002,1882.02.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.06.03_TheBristolMercuryandDailyPost_0003,1882.02.25_Jackson'sOxfordJournal_0002
1882.06.03_TheBristolMercuryandDailyPost_0007,1882.02.25_Jackson'sOxfordJournal_0002
1882.06.03_TheEra_0002,1882.02.15_TheDerbyMercury_0004
1882.06.03_TheEra_0003,1882.02.18_TheIpswichJournal_S0004
1882.06.03_TheIpswichJournal_0002,1882.02.18_Jackson'sOxfordJournal_0002
1882.06.03_TheIpswichJournal_0006,1882.02.25_Jackson'sOxfordJournal_0002
1882.06.03_TheLeedsMercury_0006,1882.02.18_LiverpoolMercuryetc_0006
1882.06.03_TheLeedsMercury_0011,1882.02.15_TheDerbyMercury_0004
1882.06.03_TheLeedsMercury_S0004,1882.02.10_BirminghamDailyPost_0001
1882.06.03_WesternMail_0008,1882.02.08_LiverpoolMercuryetc_0008
1882.06.03_YGoleuad_0016,1882.02.22_BaneracAmserauCymru_0016
1882.06.04_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.06.05_AberdeenWeeklyJournal_0004,1882.02.24_LiverpoolMercuryetc_0008
1882.06.05_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.06.05_DailyNews_0008,1882.02.02_BirminghamDailyPost_0006
1882.06.05_Freeman'sJournalandDailyCommercialAdvertiser_0002,1882.02.14_TheBelfastNews-Letter_0006
1882.06.05_GlasgowHerald_0005,1882.02.28_LiverpoolMercuryetc_0008
1882.06.05_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.06.05_TheBelfastNews-Letter_0006,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.06.05_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.06.05_TheLeedsMercury_0001,1882.02.01_TheDerbyMercury_0007
1882.06.05_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.06.05_TheLeedsMercury_0007,1882.02.15_TheDerbyMercury_0004
1882.06.05_WesternMail_0004,1882.02.15_LiverpoolMercuryetc_0008
1882.06.06_AberdeenWeeklyJournal_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.06.06_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.06.06_DailyNews_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.06.06_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.06.06_GlasgowHerald_0007,1882.02.07_LiverpoolMercuryetc_0008
1882.06.06_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.06.06_TheBelfastNews-Letter_0003,1882.02.02_Freeman'sJournalandDailyCommercialAdvertiser_0007
1882.06.06_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.06.06_TheBristolMercuryandDailyPost_0007,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.06.06_TheLeedsMercury_0003,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.06.06_TheLeedsMercury_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.06.06_WesternMail_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.06.07_AberdeenWeeklyJournal_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.06.07_BaneracAmserauCymru_0016,1882.02.04_YGoleuad_0016
1882.06.07_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.06.07_Freeman'sJournalandDailyCommercialAdvertiser_0007,1882.02.02_BirminghamDailyPost_0005
1882.06.07_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.06.07_GlasgowHerald_0011,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.06.07_LiverpoolMercuryetc_0006,1882.02.01_TheLeedsMercury_0004
1882.06.07_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.06.07_TheBelfastNews-Letter_0003,1882.02.02_BirminghamDailyPost_0005
1882.06.07_TheBelfastNews-Letter_0004,1882.02.07_GlasgowHerald_0002
1882.06.07_TheBelfastNews-Letter_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.06.07_TheBelfastNews-Letter_0008,1882.02.22_LiverpoolMercuryetc_0006
1882.06.07_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.06.07_TheDerbyMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.06.07_TheDerbyMercury_0004,1882.02.17_TheHullPacketandEastRidingTimes_0004
1882.06.07_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.06.07_TheLeedsMercury_0003,1882.02.22_LiverpoolMercuryetc_0008
1882.06.07_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.06.07_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.11_TheIpswichJournal_0006
1882.06.07_WesternMail_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.06.07_WesternMail_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.06.08_AberdeenWeeklyJournal_0004,1882.02.07_LiverpoolMercuryetc_0008
1882.06.08_BirminghamDailyPost_0005,1882.02.20_LiverpoolMercuryetc_0008
1882.06.08_DailyNews_0006,1882.02.06_BirminghamDailyPost_0006
1882.06.08_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.06.08_LiverpoolMercuryetc_0006,1882.02.20_TheBelfastNews-Letter_0006
